﻿TOOL_TYPE,ACCOUNT,PROJECT,PHASE,WEIGHT,SYSTEM_ETA,CRITICAL_FEEDBACK,SYSTEM_NUMBER,FUNCTIONAL,RECORDED_AT
TEST PLAN,ROSA,hdhd,C0,25.0,2026-10-02,2026-10-16,3,Non-functional,2026-09-25T02:00:42
